,sample1,sample2,_,utm_x,utm_y,unit,__,lithology,longitude,latitude,sampleno,unnamed: 0,unnamed: 2,age,unnamed: 4,unnamed: 5,lithology,unnamed: 7,87/86sr m,2σ,rb_ppm,sr_ppm,(rb/sr),10*(rb/sr),(87rb/86sr)c,87rb/86sr i,(86/87sr)°,unnamed: 17,source,mixing,unnamed: 20,87/86 sr chur°,εsr°,deltasrtoday,unnamed: 24,143/144 nd,2σ.1,sm_ppm,nd_ppm,(147sm/144nd),(147sm/144nd)c,âge.1,(143nd/144nd)°,unnamed: 33,143nd/144nd chur°,εnd°,unnamed: 36,sio2,al2o3,fe2o3,cao,mgo,na2o,k2o,cr2o3,tio2,mno,p2o5,sro,bao,loi,total,unnamed: 52,ag_ppm,as_ppm,ba_ppm,be_ppm,bi_ppm,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_ppm,dy_ppm,er_ppm,eu_ppm,ga_ppm,gd_ppm,ge_ppm,hf_ppm,ho_ppm,la_ppm,lu_ppm,mo_ppm,nb_ppm,nb*10,nd.1,ni_ppm,pb_ppm,pr_ppm,rb.1,sb_ppm,sm.1,sn_ppm,sr.1,ta_ppm,tb_ppm,th_ppm,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_ppm,zr_ppm,na+k,k_ppm,p_ppm,ti_ppm,unnamed: 102,feo,unnamed: 104,mgo molar,feo molar,mg#,unnamed: 108,nb/ta,unnamed: 110,unnamed: 111,cs.1,rb.2,ba.1,th.1,u.1,nb.1,ta.1,k.1,la.1,ce.1,pb.1,pr.1,sr.2,p.1,nd.2,zr.1,hf.1,sm.2,eu.1,ti.1,gd.1,tb.1,dy.1,y.1,ho.1,er.1,tm.1,yb.1,lu.1,unnamed: 141,dy/yb,zr/sm,nb/la,sr/pb,la/sm,u/th,sr/y,sm/yb,u/pb,gd/yb,la/yb,unnamed: 153,unnamed: 154,unnamed: 155,unnamed: 156,unnamed: 157,unnamed: 158,unnamed: 159,unnamed: 160,unnamed: 161,unnamed: 162,unnamed: 163,unnamed: 164,unnamed: 165,unnamed: 166,unnamed: 167,unnamed: 168,unnamed: 169,unnamed: 170,unnamed: 171,unnamed: 172,unnamed: 173,unnamed: 174,unnamed: 175,unnamed: 176,unnamed: 177,unnamed: 178,unnamed: 179,unnamed: 180,unnamed: 181,unnamed: 182,unnamed: 183,unnamed: 184,unnamed: 185,unnamed: 186,unnamed: 187,unnamed: 188,unnamed: 189,unnamed: 190,unnamed: 191,unnamed: 192,unnamed: 193,unnamed: 194,unnamed: 195,unnamed: 196,unnamed: 197,unnamed: 198,unnamed: 199,unnamed: 200,unnamed: 201,unnamed: 202,unnamed: 203,unnamed: 204
10,09SD,221,19K,220425.0,8176176.0,G&D,,Gabbro,-71.61862826673635,-16.479812298456622,09SD221,9,Caldera K?J?,200.0,Mafic,nord,gabbros,,0.712793,9.0,64.7,281.0,0.2302491103202847,23.02491103202847,0.6472739600388968,,0.710952129154199,,,,,0.7042647981714905,94.95478121398504,153.74643874644045,,0.512604,5.0,3.67,16.7,0.21976047904191617,0.13290561329772457,200.0,0.5124300457165061,,0.5123805480631387,0.9660330306160425,,51.7,18.8,9.13,6.66,4.17,4.17,2.16,<0.01,0.84,0.51,0.13,0.03,0.07,1.0,99.4,,<1,,621.0,,,,32.2,52.7,10,0.88,64,3.44,2.12,1.23,21.7,3.44,,1.0,0.69,15.8,0.3,<2,2.8,28.0,16.7,13,26.0,4.15,64.7,,3.67,1,281.0,0.2,0.54,5.19,<0.5,0.3,0.9,318.0,131.0,18.7,1.97,674.0,22.0,6.33,17930.808,567.398,5035.8,,8.215174000000001,,0.10346367606192933,0.1143442084458425,47.50226388532667,,13.999999999999998,,,41.904761904761905,107.83333333333334,94.0909090909091,65.28301886792453,44.33497536945813,4.25531914893617,5.405405405405406,74.71170000000001,24.382716049382715,19.223880597014926,173.33333333333334,16.338582677165356,14.120603015075378,6.304422222222223,13.36,2.0952380952380953,3.53356890459364,9.039408866995073,7.987012987012987,4.179087136929461,6.323529411764706,5.454545454545455,5.103857566765578,4.348837209302325,4.630872483221476,4.840182648401827,4.411764705882352,4.467120181405895,4.444444444444444,,1.1425386735754417,0.23178928247048142,0.1745219499057366,0.08146501739466563,2.697379486661957,0.6791195649078846,3.246983581006638,2.023542797129354,0.2557787040545661,1.415571812481338,5.458262831359279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,09SD,226,19K,220280.0,8176574.0,G&D,,Gabbro,-71.61993702696432,-16.47620116541335,09SD226,4,,200.0,Mafic,nord,gabbros,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,46.3,15.5,12.3,10.9,7.99,1.43,1.24,<0.01,1.12,0.7,0.02,0.02,0.09,1.5,99.1,,<1,,729.0,,,,15.5,56.5,20,0.84,125,3.23,1.95,0.84,16.8,2.89,,1.1,0.65,6.4,0.25,<2,1.2,12.0,10.7,26,16.0,2.35,39.1,,3.01,1,187.0,0.1,0.49,1.15,<0.5,0.26,0.34,615.0,90.0,16.9,1.72,356.0,24.0,2.67,10293.612000000001,87.292,6714.4000000000015,,11.067540000000001,,0.19824335053592695,0.154045319154859,56.272985080653,,11.999999999999998,,,39.99999999999999,65.16666666666667,110.45454545454547,14.465408805031446,16.748768472906402,1.82370820668693,2.702702702702703,42.89005,9.876543209876543,9.253731343283581,106.66666666666667,9.251968503937007,9.396984924623116,0.9699111111111112,8.559999999999999,2.2857142857142856,3.886925795053004,7.413793103448275,5.454545454545454,5.572116182572615,5.3125,4.949494949494949,4.792284866468842,3.9302325581395348,4.3624161073825505,4.4520547945205475,3.8235294117647056,3.9002267573696145,3.7037037037037033,,1.2287195500655577,0.3083056478405316,0.18465045592705165,0.08809673366834171,1.332184898076371,1.1578496466052688,2.3909488269751122,1.900862068965517,0.15701970443349753,1.3621002906976745,2.532299741602067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,09SD,230,19K,220144.0,8176865.0,G&D,,Gabbro,-71.62117451671813,-16.47355734834288,09SD230,3,,200.0,Mafic,nord,gabbros,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,46.1,18.7,11.75,11.25,7.22,1.18,1.3,<0.01,0.74,0.32,0.03,0.05,0.03,1.4,100.0,,<1,,291.0,,,,11.0,67.9,30,1.62,135,1.76,1.15,0.61,20.6,1.62,,0.7,0.37,5.2,0.16,<2,0.6,6.0,6.4,24,27.0,1.51,46.3,,1.58,<1,421.0,0.1,0.27,1.21,<0.5,0.17,0.22,311.0,120.0,9.7,1.08,172.0,17.0,2.48,10791.69,130.93800000000002,4436.3,,10.572650000000001,,0.17913854704247717,0.14715711382679622,54.90068319181448,,5.999999999999999,,,77.14285714285714,77.16666666666667,44.09090909090909,15.220125786163521,10.837438423645319,0.911854103343465,2.702702702702703,44.965375,8.024691358024691,6.567164179104477,180.0,5.94488188976378,21.155778894472363,1.4548666666666668,5.12,1.619047619047619,2.473498233215548,3.8916256157635467,3.961038961038961,3.6815767634854772,2.9779411764705883,2.7272727272727275,2.6112759643916914,2.255813953488372,2.4832214765100673,2.6255707762557075,2.5,2.4489795918367347,2.3703703703703702,,1.066271018793274,0.4160337552742616,0.11363104980126255,0.11753210496929091,2.0620409438974843,0.7120465741155395,9.378334973838264,1.589080459770115,0.060207991242473995,1.2159926470588236,3.2767489711934155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,09SD,232,19K,220104.0,8176917.0,G&D,,Gabbro,-71.62154256012865,-16.47308307288685,09SD232,1,,200.0,Mafic,nord,gabbros,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,43.8,23.6,9.62,13.8,5.57,0.94,0.92,<0.01,0.52,0.2,<0.01,0.07,0.03,0.8,99.9,,<1,,278.0,,,,4.6,63.8,10,0.75,134,0.81,0.52,0.46,22.7,0.73,,0.3,0.18,2.3,0.07,<2,0.2,2.0,2.7,11,8.0,0.62,29.8,,0.67,<1,552.0,0.1,0.12,0.24,<0.5,0.08,0.05,410.0,138.0,4.4,0.49,92.0,2.0,1.8599999999999999,7637.196,,3117.4,,8.656076,,0.1381996824136562,0.12048097319266209,53.424823008018016,,2.0,,,35.714285714285715,49.66666666666667,42.121212121212125,3.0188679245283017,2.4630541871921183,0.303951367781155,2.702702702702703,31.821649999999998,3.5493827160493825,2.746268656716418,53.333333333333336,2.440944881889764,27.738693467336685,,2.16,0.19047619047619047,1.0600706713780919,1.6502463054187193,2.9870129870129873,2.5870539419087137,1.3419117647058822,1.212121212121212,1.2017804154302671,1.0232558139534884,1.2080536912751678,1.187214611872146,1.1764705882352942,1.1111111111111112,1.037037037037037,,1.0816023738872405,0.1154228855721393,0.08563499405312541,0.5201005025125628,2.1508199742030585,0.8158866995073892,27.108268615806303,1.4852216748768474,0.046182266009852216,1.207720588235294,3.194444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,09SD,234,19K,220011.0,8177083.0,G&D,,Gabbro,-71.62239277282605,-16.47157310578496,09SD234,2,,200.0,Mafic,nord,gabbros,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,44.0,19.2,12.5,12.6,6.85,1.0,0.37,<0.01,0.85,0.2,0.01,0.05,0.01,1.0,98.6,,<1,,103.0,,,,6.6,70.1,10,0.64,371,1.51,0.95,0.47,21.4,1.27,,0.5,0.32,3.0,0.12,<2,0.4,4.0,4.3,12,8.0,0.96,15.0,,1.2,1,421.0,0.1,0.23,0.7,<0.5,0.13,0.11,607.0,141.0,8.3,0.91,95.0,9.0,1.37,3071.481,43.646,5095.75,,11.2475,,0.1699583167923779,0.15655012109233638,52.053269401995635,,4.0,,,30.476190476190474,25.0,15.606060606060607,8.80503144654088,5.418719211822659,0.60790273556231,2.702702702702703,12.797837500000002,4.62962962962963,3.9402985074626864,53.333333333333336,3.779527559055118,21.155778894472363,0.4849555555555556,3.44,0.8571428571428571,1.76678445229682,2.9556650246305414,3.051948051948052,4.228838174273859,2.3345588235294117,2.323232323232323,2.2403560830860534,1.9302325581395352,2.1476510067114094,2.1689497716894977,1.9117647058823528,2.0634920634920637,1.7777777777777777,,1.0857110248801642,0.29000000000000004,0.13130699088145895,0.3966708542713568,1.5663580246913584,0.6154116819141449,10.96022280075074,1.4323607427055698,0.10160098522167485,1.1313631221719456,2.2435897435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,09SD,248,19K,220318.0,8175843.0,G&D,,Diorite,-71.61967017590362,-16.482806916433745,09SD248,2,Caldera KJ?,200.0,Mafic,nord,Diorite,,0.70621,8.0,71.3,525.0,0.1358095238095238,13.580952380952379,0.38153754407790474,,0.7051248932525738,,,,,0.7042647981714905,12.212666078390555,59.97150997151035,,0.512397,5.0,3.3,16.6,0.19879518072289154,0.12022040633674697,200.0,0.5122396488232758,,0.5123805480631387,-2.7498943977388723,,56.1,16.6,6.69,6.69,3.4,3.12,1.66,0.01,0.67,0.15,0.16,0.06,0.06,0.9,96.3,,<1,,521.0,,,,36.3,59.1,40,2.98,30,2.85,1.7,1.08,18.3,3.41,,2.3,0.58,18.8,0.24,<2,4.3,43.0,16.6,22,10.0,4.45,71.3,,3.3,1,525.0,0.3,0.48,6.69,<0.5,0.24,1.36,169.0,192.0,14.9,1.59,90.0,75.0,4.78,13780.158000000001,698.336,4016.65,,6.019662,,0.08435887256847954,0.08378562480861844,50.170462836668236,,14.333333333333334,,,141.9047619047619,118.83333333333333,78.93939393939394,84.15094339622642,66.99507389162561,6.5349544072948325,8.108108108108109,57.417325000000005,29.012345679012345,21.671641791044774,66.66666666666667,17.519685039370078,26.381909547738694,7.759288888888889,13.280000000000001,7.142857142857143,8.127208480565372,8.12807881773399,7.012987012987013,3.333319502074689,6.268382352941177,4.848484848484848,4.228486646884273,3.465116279069768,3.8926174496644292,3.881278538812785,3.529411764705882,3.6054421768707483,3.5555555555555554,,1.1728066737584681,0.8787878787878789,0.22524736467697082,0.39572864321608037,3.569397680508792,0.7961298018511562,7.613571211763515,2.254391672088484,1.0049261083743841,1.7385890677025528,8.04682040531097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,09SD,249,19K,220234.0,8175778.0,G&D,,Gabbro,-71.62046427493961,-16.48338404960038,09SD249,7,Caldera K,200.0,Mafic,nord,gabbros,,0.706928,9.0,61.2,407.0,0.15036855036855037,15.036855036855037,0.4224691053535135,,0.7057264823933745,,,,,0.7042647981714905,20.75475340637567,70.1994301994313,,0.512426,6.0,4.57,19.6,0.23316326530612244,0.14100530921520407,200.0,0.5122414443824852,,0.5123805480631387,-2.714850928267065,,49.4,16.55,10.2,8.31,4.63,2.59,1.31,<0.01,0.89,0.21,0.19,0.05,0.04,1.29,95.7,,<1,,336.0,,,,35.0,65.8,20,3.59,211,4.28,2.74,1.26,20.0,4.38,,4.1,0.89,16.3,0.38,<2,1.7,17.0,19.6,15,15.0,4.71,61.2,,4.57,1,407.0,0.1,0.67,5.06,<0.5,0.38,0.77,327.0,166.0,23.4,2.51,123.0,156.0,3.9,10874.703000000001,829.274,5335.55,,9.17796,,0.11487693529178244,0.12774489881134649,47.34814396092349,,17.0,,,170.95238095238093,102.00000000000001,50.909090909090914,63.647798742138356,37.93103448275862,2.5835866261398173,2.702702702702703,45.311262500000005,25.154320987654323,20.8955223880597,100.0,18.543307086614174,20.452261306532666,9.214155555555555,15.680000000000001,14.857142857142858,14.487632508833922,11.25615763546798,8.181818181818182,4.427842323651452,8.051470588235293,6.767676767676768,6.350148367952523,5.441860465116279,5.973154362416108,6.255707762557078,5.588235294117647,5.691609977324262,5.62962962962963,,1.1157033586721365,1.3199124726477025,0.10270945605758292,0.20452261306532665,2.234716481616555,0.5959520239880061,3.7583215221406183,1.9776755048770438,0.3793103448275862,1.414620928052496,4.419544046038071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,09SD,254,19K,220065.0,8175477.0,G&D,,Diorite,-71.62208264550677,-16.48608239955601,09SD254,3,Caldera K?,200.0,Mafic,nord,Diorite,,0.708431,8.0,96.4,325.0,0.2966153846153846,29.661538461538463,0.8334820815376001,,0.7060605464376354,,,,,0.7042647981714905,25.498197138451584,91.60968660968827,,0.512414,6.0,4.61,21.0,0.21952380952380954,0.1327564795221905,200.0,0.5122402409111141,,0.5123805480631387,-2.73833877095786,,57.4,16.65,8.25,6.78,3.59,3.05,2.35,<0.01,0.8,0.18,0.14,0.04,0.06,1.2,100.5,,<1,,476.0,,,,43.0,68.3,10,4.16,62,4.15,2.73,1.0,18.2,4.4,,2.4,0.88,20.2,0.38,2,3.7,37.0,21.0,11,25.0,5.44,96.4,,4.61,2,325.0,0.3,0.64,14.5,<0.5,0.38,2.06,228.0,232.0,23.5,2.51,101.0,72.0,5.4,19508.055,611.0440000000001,4796.0,,7.42335,,0.08907304485907105,0.10332307992094202,46.29669384501259,,12.333333333333334,,,198.0952380952381,160.66666666666669,72.12121212121212,182.38993710691824,101.47783251231526,5.623100303951368,8.108108108108109,81.2835625,31.17283950617284,25.671641791044774,166.66666666666669,21.41732283464567,16.331658291457288,6.789377777777779,16.8,6.857142857142857,8.480565371024735,11.354679802955665,6.4935064935064934,3.9800829875518673,8.088235294117647,6.4646464646464645,6.15727002967359,5.465116279069767,5.906040268456376,6.232876712328767,5.588235294117647,5.691609977324262,5.62962962962963,,1.0818151725442444,0.6039045553145336,0.18038460380992508,0.09798994974874371,2.7453737178972175,0.5563784610157975,2.988345985245376,1.9949855749416132,0.6088669950738915,1.4210803843449733,5.476980965028774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,09SD,260,19K,219932.0,8175878.0,G&D,,Gab-diorite,-71.62327868383636,-16.48244556725703,09SD260,2,Caldera K,200.0,Mafic,nord,Gab-diorite,,0.706924,12.0,60.1,359.0,0.16740947075208915,16.740947075208915,0.47034636657916445,,0.7055863177091629,,,,,0.7042647981714905,18.764526369960954,70.14245014244969,,0.512413,6.0,4.77,21.6,0.2208333333333333,0.13354837902124997,200.0,0.5122382044288576,,0.5123805480631387,-2.7780842738700517,,53.0,17.8,9.43,7.94,4.29,3.02,1.38,<0.01,0.82,0.17,0.2,0.04,0.03,0.5,98.6,,<1,,321.0,,,,41.6,62.0,10,3.27,49,4.15,2.59,1.21,19.4,4.23,,3.0,0.85,20.0,0.38,<2,2.6,26.0,21.6,13,17.0,5.3,60.1,,4.77,1,359.0,0.2,0.69,7.1,<0.5,0.38,1.23,276.0,177.0,24.2,2.53,93.0,97.0,4.4,11455.794,872.9200000000001,4915.900000000001,,8.485114,,0.1064410480349345,0.11810141135205855,47.40352819040169,,13.0,,,155.7142857142857,100.16666666666667,48.63636363636364,89.30817610062893,60.5911330049261,3.951367781155015,5.405405405405406,47.732475,30.864197530864196,24.83582089552239,113.33333333333334,20.866141732283463,18.04020100502513,9.699111111111112,17.28,9.238095238095237,10.60070671378092,11.748768472906402,7.857142857142857,4.079585062240664,7.775735294117648,6.969696969696969,6.15727002967359,5.627906976744186,5.704697986577181,5.91324200913242,5.588235294117647,5.736961451247165,5.62962962962963,,1.0732632739470567,0.786303284416492,0.1280243161094225,0.15917824416198642,2.6270155550379175,0.6784500104072712,3.2054902612234732,2.047907864249693,0.5346276441611126,1.3553752034410604,5.379885814668424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,09SD,264,19K,220369.0,8175104.0,G&D,,Gab-diorite,-71.61928263575318,-16.489486434385075,09SD264,9,Caldera K,200.0,Mafic,nord,Gab-diorite,,0.709735,17.0,91.4,364.0,0.2510989010989011,25.10989010989011,0.7056729845211538,,0.7077280401899742,,,,,0.7042647981714905,49.17528218754352,110.18518518518539,,0.512345,6.0,4.49,22.4,0.20044642857142858,0.12121749043906252,200.0,0.5121863437839604,,0.5123805480631387,-3.7902352053054145,,55.1,16.6,8.38,5.47,4.32,2.93,2.51,<0.01,0.82,0.22,0.2,0.04,0.05,0.8,97.4,,<1,,500.0,,,,47.2,61.9,20,1.59,97,3.93,2.45,1.13,18.4,4.17,,5.3,0.81,23.1,0.38,<2,4.3,43.0,22.4,19,25.0,5.68,91.4,,4.49,1,364.0,0.3,0.68,11.0,<0.5,0.37,1.66,229.0,203.0,22.4,2.54,123.0,187.0,5.4399999999999995,20836.263,872.9200000000001,4915.900000000001,,7.540324000000001,,0.10718539102818579,0.10495120118030232,50.52659228297768,,14.333333333333334,,,75.71428571428571,152.33333333333334,75.75757575757576,138.36477987421384,81.7733990147783,6.5349544072948325,8.108108108108109,86.8177625,35.64814814814815,28.17910447761194,166.66666666666669,22.362204724409448,18.291457286432163,9.699111111111112,17.919999999999998,17.80952380952381,18.72791519434629,11.05911330049261,7.337662337662337,4.079585062240664,7.665441176470588,6.8686868686868685,5.830860534124629,5.209302325581395,5.436241610738255,5.593607305936073,5.441176470588235,5.759637188208617,5.62962962962963,,1.0123659431295122,1.610393466963623,0.18331820155528358,0.10974874371859296,3.2234182958013697,0.5909986565158978,3.5113065326633173,1.9201058919359215,0.4906403940886698,1.3308895900880036,6.189304461942258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,09SD,265,19K,219915.0,8175449.0,G&D,,Gab-diorite,-71.62349000025466,-16.486317643652242,09SD265,10,Caldera K?J?,200.0,Mafic,nord,Gab-diorite,,0.707944,11.0,89.9,337.0,0.2667655786350149,26.676557863501486,0.7495686908945995,,0.7058121991935684,,,,,0.7042647981714905,21.971863794634228,84.67236467236461,,0.512416,6.0,6.09,28.5,0.21368421052631578,0.12922505800547365,200.0,0.5122468630326664,,0.5123805480631387,-2.6090965197178573,,55.2,17.05,9.16,6.8,3.61,3.1,2.24,<0.01,0.98,0.16,0.24,0.04,0.07,0.7,99.4,,<1,,610.0,,,,56.1,49.1,10,2.68,46,5.0,3.07,1.24,19.2,5.38,,3.1,1.04,26.8,0.44,<2,4.5,45.0,28.5,11,20.0,7.09,89.9,,6.09,2,337.0,0.3,0.86,12.2,<0.5,0.44,1.95,252.0,124.0,29.7,2.98,96.0,97.0,5.34,18594.912000000004,1047.5040000000001,5875.1,,8.242168000000001,,0.08956927352123858,0.11471992873646411,43.84435032853597,,15.0,,,127.61904761904762,149.83333333333334,92.42424242424244,153.45911949685532,96.0591133004926,6.838905775075988,8.108108108108109,77.47880000000002,41.358024691358025,33.492537313432834,133.33333333333334,27.913385826771652,16.934673366834172,11.638933333333334,22.8,9.238095238095237,10.954063604240284,14.999999999999998,8.051948051948052,4.875601659751037,9.88970588235294,8.686868686868687,7.4183976261127595,6.906976744186046,6.979865771812081,7.009132420091324,6.470588235294117,6.757369614512472,6.518518518518518,,1.0978232728576265,0.6158730158730159,0.16535861724810597,0.12701005025125628,2.7572016460905355,0.6259589760155051,2.451821396545015,2.2197986577181203,0.7204433497536944,1.4635437228582706,6.120432513049963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,09SD,268,19K,220267.0,8174557.0,G&D,,Diorite,-71.62030385499736,-16.494414148436743,09SD268,26,CV-K?,185.0,Mafic,nord,Diorite,,0.706474,10.0,55.8,594.0,0.09393939393939393,9.393939393939393,0.2639162702733333,,0.7057797804999202,,,,,0.70428246148827,21.260205862376758,63.73219373219552,,0.512368,5.0,4.36,24.6,0.1772357723577236,0.1071817207004878,185.0,0.5122382423550661,,0.5123998686414839,-3.154299919051473,,60.8,17.2,5.94,5.5,2.13,3.59,1.93,<0.01,0.64,0.11,0.25,0.07,0.1,1.2,99.5,,<1,,843.0,,,,56.3,39.1,10,1.1,24,2.19,1.15,1.2,19.3,3.51,,3.4,0.41,30.0,0.16,<2,5.3,53.0,24.6,8,18.0,6.5,55.8,,4.36,1,594.0,0.4,0.47,7.47,<0.5,0.16,1.33,110.0,141.0,11.6,1.06,65.0,118.0,5.52,16021.509,1091.15,3836.8,,5.344812000000001,,0.0528483525208416,0.07439261754307826,41.53406917150434,,13.249999999999998,,,52.38095238095238,93.0,127.72727272727273,93.9622641509434,65.51724137931035,8.054711246200608,10.810810810810812,66.7562875,46.2962962962963,33.61194029850746,120.0,25.590551181102363,29.84924623115578,12.12388888888889,19.68,11.238095238095237,12.014134275618375,10.738916256157635,7.792207792207792,3.184066390041494,6.45220588235294,4.747474747474747,3.2492581602373884,2.697674418604651,2.751677852348993,2.6255707762557075,2.3529411764705883,2.4036281179138324,2.3703703703703702,,1.3518140081742342,1.0464831804281345,0.17398176291793313,0.24874371859296485,4.31107713217805,0.6972718460047085,11.064806792583608,4.46779440468445,0.5459770114942529,2.6843611265260816,19.261006289308174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,09SD,270,19K,219553.0,8174212.0,G&D,,Diorite,-71.62702899384124,-16.497445761143737,09SD270,27,CV-K?,185.0,Mafic,nord,Diorite,,0.706605,13.0,69.6,492.0,0.14146341463414633,14.146341463414632,0.3974368971878049,,0.705559560687777,,,,,0.70428246148827,18.133338104264762,65.59829059829214,,0.512378,6.0,3.74,20.0,0.187,0.11308681761739998,185.0,0.5122410934544509,,0.5123998686414839,-3.0986578402913967,,61.4,16.3,5.24,5.09,2.16,3.06,2.54,<0.01,0.54,0.11,0.18,0.06,0.09,1.1,97.9,,<1,,820.0,,,,49.1,104.0,20,2.06,<5,2.34,1.36,0.98,16.8,3.05,,2.9,0.46,27.3,0.21,<2,5.2,52.0,20.0,9,16.0,5.51,69.6,,3.74,1,492.0,0.5,0.44,9.56,<0.5,0.2,2.01,105.0,485.0,13.3,1.44,56.0,94.0,5.6,21085.302,785.628,3237.3,,4.714952,,0.053592695514092896,0.06562581076190742,44.953335843699925,,10.4,,,98.09523809523809,116.0,124.24242424242425,120.25157232704403,99.01477832512313,7.90273556231003,13.513513513513514,87.855425,42.129629629629626,29.313432835820894,106.66666666666667,21.69291338582677,24.723618090452263,8.7292,16.0,8.952380952380953,10.247349823321555,9.211822660098521,6.363636363636363,2.6865560165975104,5.6066176470588225,4.444444444444445,3.4718100890207713,3.0930232558139537,3.0872483221476514,3.1050228310502286,2.941176470588235,3.2653061224489797,3.1111111111111107,,1.063241839762611,0.9718360071301249,0.1875814155449414,0.23178391959798994,4.573430382253911,0.8233969536451139,7.993350209695092,2.821120689655172,0.9282635467980294,1.7170266544117643,12.902199074074073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,09SD,329,19K,220572.0,8175774.0,G&D,,Gabbro,-71.6173012334597,-16.483459785495427,09SD329,8,Caldera K,200.0,Mafic,nord,gabbros,,0.705688,16.0,29.4,454.0,0.06475770925110132,6.475770925110131,0.18191816762061674,,0.7051706180693655,,,,,0.7042647981714905,12.861922109792534,52.535612535613566,,0.512502,6.0,4.65,22.2,0.20945945945945948,0.12667274120135136,200.0,0.5123362036473319,,0.5123805480631387,-0.8654586122447405,,50.6,15.7,8.68,8.85,6.44,3.46,0.85,0.04,0.87,0.27,0.26,0.06,0.04,1.39,97.5,,<1,,326.0,,,,42.7,56.6,280,1.21,<5,3.27,1.87,1.21,18.5,3.94,,2.3,0.65,21.0,0.26,<2,4.0,40.0,22.2,63,14.0,5.44,29.4,,4.65,1,454.0,0.3,0.6,5.97,<0.5,0.26,1.27,257.0,121.0,18.2,1.76,148.0,76.0,4.31,7056.1050000000005,1134.796,5215.650000000001,,7.810264,,0.15978562921794362,0.10870840408651838,59.511798922083614,,13.333333333333334,,,57.61904761904761,49.0,49.3939393939394,75.0943396226415,62.5615763546798,6.0790273556231,8.108108108108109,29.400437500000002,32.407407407407405,25.492537313432837,93.33333333333334,21.41732283464567,22.814070351758797,12.608844444444445,17.759999999999998,7.238095238095238,8.127208480565372,11.45320197044335,7.857142857142857,4.328340248962656,7.242647058823529,6.06060606060606,4.851632047477745,4.232558139534884,4.3624161073825505,4.269406392694064,3.8235294117647056,3.9909297052154193,3.8518518518518516,,1.2156646209873214,0.6319713261648745,0.18758141554494137,0.24443646805455851,2.8295499800876143,0.8331064187934748,5.3901375006902645,2.869807993730408,0.6703026038001406,1.8147769050802138,8.12026515151515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
